ID,userID,fatherWeiboID,rootWeiboID,content,repostTime
399,你懂狂热的我吗,1,1,这才是中国，一点都不能少。,2016-09-28 07:17
400,碎潇Taylor13旺豪卉,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-28 04:13
401,胡巧_莉汝炜,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-28 03:53
402,Jillia大婧本,1,1,转发微博//@张振宇:一点都不能少！一寸都不会让！,2016-09-28 01:32
403,s刚刚好廷朗,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 23:32
404,ZXY丶OP43962,1,1,//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-27 23:23
405,象族菲爱涂鸦,1,1,//@文章同學:一点都不能少,2016-09-27 22:03
406,C东阳6033214430,1,1,//@黄渤:这才是中国，一点都不能少。,2016-09-27 21:36
407,Leon郭利龙,1,1,这才是中国，一点都不能少！,2016-09-27 21:05
408,用户6032620510,1,1,//@粉丝红包:,2016-09-27 21:03
409,筱绾榕_,1,1,转发微博,2016-09-27 21:03
410,shihchinlee,1,1,//@杨洋icon:一点都不能少,2016-09-27 21:01
411,shihchinlee,1,1,好敏感的話題，其實民眾無需跟政治人物起舞，無論結局做自己就好，共產或民主沒有一定好或壞，只是習慣問題～我住過上海ㄧ年，我只能說ㄧ種米養百樣人，沒有絕對好壞，有時我會讚嘆中國人的努力與眼界，但也愛台灣人的可愛與善良，既然當局者都不願捅破那層紗，我們何苦做口舌之爭，尊重彼此信念就好,2016-09-27 20:47
412,轻灵依恋,1,1,//@李维嘉:我爱你，中国！,2016-09-27 20:34
413,是你3_3,1,1,//@杨洋icon:一点都不能少,2016-09-27 19:27
414,Aston_李翀彦征,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 19:18
415,男人B嘴别贱,1,1,转发微博//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 18:35
416,专业风水11,1,1,//@张柏芝中文网官方微博: 这才是中国，一点都不能少。,2016-09-27 18:02
417,天涯4004,1,1,//@天涯4004:一起面对！绝不会背叛祖国！！！！！！！//@微博小秘书:,2016-09-27 17:46
418,曹金鸣36669,1,1,真的一点都不能少,2016-09-27 17:44
419,嵩山0129V,1,1,//@微博小秘书: ,2016-09-27 17:25
420,圓-厲,1,1,转发微博,2016-09-27 17:10
421,平凡6028527276,1,1,转发微博,2016-09-27 17:02
422,Jillia大婧本,1,1,转发微博//@张振宇:一点都不能少！一寸都不会让！,2016-09-28 01:32
423,s刚刚好廷朗,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 23:32
424,ZXY丶OP43962,1,1,//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-27 23:23
425,象族菲爱涂鸦,1,1,//@文章同學:一点都不能少,2016-09-27 22:03
426,C东阳6033214430,1,1,//@黄渤:这才是中国，一点都不能少。,2016-09-27 21:36
427,Leon郭利龙,1,1,这才是中国，一点都不能少！,2016-09-27 21:05
428,用户6032620510,1,1,//@粉丝红包:,2016-09-27 21:03
429,筱绾榕_,1,1,转发微博,2016-09-27 21:03
430,shihchinlee,1,1,//@杨洋icon:一点都不能少,2016-09-27 21:01
431,shihchinlee,1,1,好敏感的話題，其實民眾無需跟政治人物起舞，無論結局做自己就好，共產或民主沒有一定好或壞，只是習慣問題～我住過上海ㄧ年，我只能說ㄧ種米養百樣人，沒有絕對好壞，有時我會讚嘆中國人的努力與眼界，但也愛台灣人的可愛與善良，既然當局者都不願捅破那層紗，我們何苦做口舌之爭，尊重彼此信念就好,2016-09-27 20:47
432,轻灵依恋,1,1,//@李维嘉:我爱你，中国！,2016-09-27 20:34
433,是你3_3,1,1,//@杨洋icon:一点都不能少,2016-09-27 19:27
434,Aston_李翀彦征,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 19:18
435,男人B嘴别贱,1,1,转发微博//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 18:35
436,专业风水11,1,1,//@张柏芝中文网官方微博: 这才是中国，一点都不能少。,2016-09-27 18:02
437,天涯4004,1,1,//@天涯4004:一起面对！绝不会背叛祖国！！！！！！！//@微博小秘书:,2016-09-27 17:46
438,曹金鸣36669,1,1,真的一点都不能少,2016-09-27 17:44
439,嵩山0129V,1,1,//@微博小秘书: ,2016-09-27 17:25
440,圓-厲,1,1,转发微博,2016-09-27 17:10
441,平凡6028527276,1,1,转发微博,2016-09-27 17:02
442,读来过倒才蛋笨有只,1,1,//@读来过倒才蛋笨有只://@Dear-迪丽热巴:中国，一点都不能少，一寸都不会让。,2016-09-27 16:37
443,大張順ZS,1,1,//@黄渤:这才是中国，一点都不能少。,2016-09-27 16:17
444,用户5709568223,1,1,//@湖南理工学院中文学院:一点都不能少//@新闻传播学院团学分会:一点都不能少//@湖南理工学院土建学院:一点都不能少,2016-09-27 15:41
445,叆咿Vae,1,1,都发过这个//@宋茜:这才是中国，一点都不能少。,2016-09-27 15:32
446,掘城LT,1,1,//@宋茜:这才是中国，一点都不能少。,2016-09-27 14:50
447,乐圣东海,1,1,//@粉丝红包:,2016-09-27 13:51
448,cs神斯帕纳,1,1,转发微博,2016-09-27 13:15
449,临ping,1,1,//@翟天临:国人当誓死捍卫,2016-09-27 13:14
450,云天上将,1,1,小叶，这是中国？ 拆哪??拆你？ 这是党国！而中国是这样式滴→_→ ?评论配图 //@叶祖新:这才是中国，一点都不能少。,2016-09-27 13:09
451,NB闪闪的桂言叶,1,1,转发微博,2016-09-27 12:30
452,万莜引力,1,1,转发微博,2016-09-27 12:26
453,张永帆的救赎,1,1,转发微博,2016-09-27 12:10
454,小北一朵小花,1,1,//张振宇:一点都不能少！一寸都不会让！//张振宇:一点都不能少！一寸都不会让！//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 12:01
455,胜屠友灵,1,1,转发微博,2016-09-27 11:42
456,大爱慕少艾,1,1,转发微博,2016-09-27 10:54
457,人见人爱的Gina,1,1,在这个问题的处理上，您真有大将风度。,2016-09-27 09:17
458,高山流水知音绝,1,1,//@宋茜:这才是中国，一点都不能少。,2016-09-27 06:32
459,喝酒的静香,1,1,中国一点都不能少,2016-09-27 05:38
460,谦逊的小蜜蜂,1,1,中国一点都不能少,2016-09-27 04:36
461,云善巧c,1,1,转发微博,2016-09-27 03:51
462,约心正m,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-27 03:50
463,手机用户3309298321,1,1,//@粉丝红包:,2016-09-27 03:24
464,爱美的永远爱你,1,1,//@Johnny黄景瑜:,2016-09-27 01:21
465,搞笑微博热门榜,1,1,中国一点都不能少,2016-09-27 00:04
466,梁静茹blog2011立,1,1,//@张振宇:一点都不能少！一寸都不会让！,2016-09-26 23:26
467,娜娜3221013,1,1,//@杨洋icon:一点都不能少,2016-09-26 22:53
468,天使不在人人间绮,1,1,,2016-09-26 22:34
469,用户6027195810,1,1,//@粉丝红包:,2016-09-26 22:26
470,暖ooO0Ooo暖,1,1,转发微博,2016-09-26 22:07
471,Dear-热巴旗下童星,1,1,@Dear-迪丽热巴 //@Dear-迪丽热巴:中国，一点都不能少，一寸都不会让。,2016-09-26 21:29
472,Hai_向日葵,1,1,这才是中国，一点都不能少。请尊重中国，尊重历史，尊重自己。,2016-09-26 21:09
473,嘹亮的小号1982,1,1, //@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
474,嘹亮的小号1982,1,1,//@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
475,嘹亮的小号1982,1,1, //@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
476,嘹亮的小号1982,1,1, //@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
477,手机用户2527697783_741,1,1,//@王凯kkw:一点都不能少！,2016-09-26 20:54
478,我勒个去吖吖,1,1,//@MIC男团:#中国一点都不能少# 这才是中国，一点都不能少。 ,2016-09-26 20:49
1471,cs神斯帕纳,3,1,转发微博,2016-09-27 13:15
1472,NB闪闪的桂言叶,3,1,转发微博,2016-09-27 12:30
1473,张永帆的救赎,3,1,转发微博,2016-09-27 12:10
1474,大爱慕少艾,3,1,转发微博,2016-09-27 10:54
1475,嘹亮的小号1982,3,1, //@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
1476,嘹亮的小号1982,3,1,//@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
1477,嘹亮的小号1982,3,1, //@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
1478,嘹亮的小号1982,3,1, //@荷塘月色---J:有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 21:04
1479,鄂玉田888,3,1,转发微博,2016-09-26 13:59
1480,1872秀兰,3,1,转发微博,2016-09-26 13:30
1481,2919978900,3,1,转发微博,2016-09-26 13:10
1482,18岁的藏马1981,3,1,转发微博,2016-09-26 10:51
1483,之歌狮子堂秋叶1982,3,1,转发微博,2016-09-26 10:30
1484,龙飘飘HOU,3,1,//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-26 09:53
1485,龙飘飘HOU,3,1,//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-26 09:53
1486,guilt安德-维京,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-26 00:06
1487,天痕__ly,3,1,n+1个赞！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-25 21:16
1488,想远离小狸的小粟,3,1,男神都关注了，那我也必须转发鸟。 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-25 00:48
1489,Friyal不发财天理难容,3,1,//@好生讽刺:南海仲裁案跟我单方面宣布和胡歌结婚有什么区别//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-24 22:12
1490,每天都非常想你,3,1,//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-24 18:50
1491,雷神王者48247,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-24 10:38
1492,痞人太阳2,3,1,做为公众人物，必须爱国，引领正能量！老胡同学棒棒达！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-24 10:10
1493,殇雪之念,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-24 09:27
1494,一十雨季,3,1,老大，身为公众人物，拥有五千多万粉丝，理性爱国，从手机做起。您换个手机，可能会影响到很多人。//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-23 16:34
1495,小平頭紀事,3,1,"是的 有國才有家。記得剛來美國時，中國還處於初步發展中國家，時常會被一些無知的老外問到，你們是在河邊洗衣服嗎？中國首都是不是香港。感謝祖國這幾年的日漸強大，我們這些遊子們才能在國外昂首挺胸，Yes, I am Chinese.//@胡歌:“有国才有家” 一点不少！ 寸土不让！",2016-09-23 15:51
1496,谢宜峰律师,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-22 14:01
1497,维护全球和平,3,1,你是不是有神经病....//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-21 21:27
1498,无所谓T6028509373,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-21 14:36
1499,唐朝的空宇,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-21 12:07
1500,汇美康1688,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-21 11:53
1501,古月哥欠胡椒粉5538559689,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-20 23:40
1502,古月哥欠胡椒粉5538559689,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-20 23:02
1503,追阳201609,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-20 18:09
1504,异乡人1990,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-20 14:44
1505,用户85601338,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-19 17:32
1506,胡歌家的小猫咪,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-19 07:04
1507,胡歌家的小猫咪,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-19 07:03
1508,古月linshuhao,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 23:02
1509,古月linshuhao,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 23:02
1510,古月linshuhao,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 22:57
1511,胡歌家的小猫咪,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 22:49
1512,胡歌家的小猫咪,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 22:49
1513,亦凡无尘,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 22:24
1514,亦凡无尘,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 22:21
1515,深爱歌,3,1,明台快去救国吧 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 20:59
1516,紫雯ZW676338921,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-18 18:31
1517,夕颜JYD,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-17 11:13
1518,我心恋歌,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-17 07:28
1519,霍建华是我的你们不准动,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-16 01:47
1520,胡椒粉-苏,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-15 21:56
1521,威丶Gg,3,1,//@威丶Gg: //@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-09-15 20:32
1522,luffy6020843877,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-15 17:42
1523,千场离散,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-14 17:10
1524,Cinderalla62693,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-14 09:56
1525,王茜wcy,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-14 01:07
1526,林茠,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-13 23:42
1527,中原行者1,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-13 17:02
1528,淡泊如意yimin,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-13 08:27
1529,暴雨87974,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-12 22:01
1530,懒猫辉辉,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-12 21:27
1531,用户6021458586,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-12 18:53
1532,阿宸Show,3,1,對你們來說台灣是中國的，但歌，對於看到這篇文的台灣胡椒會怎想？就連我這個人對政治方面沒太多想法的人看了都心寒！@胡歌??//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-11 20:58
1533,勇敢的王子鲁路修1986,3,1,转发微博,2016-09-10 12:24
1534,魏敏17,3,1,转发微博,2016-09-10 11:28
1535,爱美食的Felicia-W,3,1,一点儿都不能少！！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-09 22:04
1536,诺可蕊-Anita,3,1,r //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-09 21:40
1537,luckybaby杨泽慧,3,1,有国才有家??一点不少！ 寸土不让！,2016-09-09 21:16
1538,用户wcnob4o6vu,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-08 23:35
1539,萧湘子狮,3,1,我的中国心//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-08 22:20
1540,一笑微心,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-08 06:05
1541,m62807724,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-07 20:31
1542,世界是介,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-07 19:49
1543,sxy05799,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-07 19:03
1544,赵丽颖SY,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-06 19:42
1545,亦凡无尘,3,1,//@彭志豪:#胡歌无可取代，古月与你同在# 皮之不存，毛将焉附。//@古月哥欠-胡歌官网: #中国一点都不能少#  //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-05 23:18
1546,疯子轮回在哭泣,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-05 12:38
1547,IBM_LZF,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-05 11:33
1548,晴歌飞翔,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-04 22:37
1549,阮伯钊,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-04 21:19
1550,墨玉墨羽,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-04 00:22
1551,永夜失落,3,1,转发微博,2016-09-03 21:02
1552,或可能丶,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-03 17:22
1553,妞妞6001939334,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-03 08:22
1554,帅古来一打,3,1,寸土不让！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-03 07:37
1555,王欣35018,3,1,同感 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-02 22:09
1556,古往今来月下情歌,3,1, //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-02 19:43
1557,君墨问lance蓝,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-01 23:15
1558,明芬永爱永远,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-01 17:50
1559,王子娴子豪,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-09-01 17:31
1560,格兰斯澜,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-31 13:55
1561,用户6011948826,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-31 08:18
1562,李南玉-fighting,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-30 23:21
1563,春雨般温暖,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-30 18:28
1564,Lanheai,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-30 11:30
1565,love1314520小清新,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-30 08:27
1566,BeastbodyLi丶,3,1,寸土不让?? //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-30 08:26
1567,宋舟舟的22571,3,1,有你才有仙剑～怎能把仙剑五给让别人了。//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 17:46
1568,niniaixm,3,1,胡歌是才子又是赤子！好样的！ //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 16:22
1569,一路血歌,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 13:42
1570,僮言6585,3,1,一点不少！寸土不让！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 12:48
1571,射手座的雨季不再来3399,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 12:13
1572,低咛浅酌,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 01:14
1573,小长假80,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-29 00:22
1574,红军第十二人,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-28 22:07
1575,胡人文才涛天,3,1,爱国一点也不能少。/@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-28 19:16
1576,何以鹿艺凡,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-28 18:22
1577,啊照whz,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-28 18:21
1578,火星0秘密,3,1,[冰川时代迪亚哥][冰川时代迪亚哥][冰川时代迪亚哥]，//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-28 08:31
1579,19820920hugh,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-27 18:20
1580,张波大好时光,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-27 17:55
1581,用户5999062077,3,1,“有国才有家” 一点不少！ 寸土不让！,2016-08-27 17:34
1582,皇樱紫霜,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-27 16:11
1583,杨国栋peter,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-27 11:14
1584,丫丫左柠,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-26 22:10
1585,L-少少少少少少爺,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-26 18:33
1586,CHINA冷漠,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-26 17:50
1587,韩沄骏,3,1,//@胡歌: “有国才有家” 一点不少！ 寸土不让！,2016-08-26 17:28
1588,777999君姐,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-26 11:23
1589,自然的清香201608,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-26 09:31
1590,鲜花机构,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-26 08:38
1591,挽卓风,3,1,中国//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-25 21:02
1592,尼莫1351552,3,1, //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-25 13:55
1593,张子泰233,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-25 12:06
1594,柠檬有多萌57603,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-24 23:19
1595,小木子歌,3,1,//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-08-24 23:15
