ID,weiboID,userID,weibo_content,postTime,datatime,weibourl
34,31,梅河口发布, 【市公安消防大队警示全市各单位勿上当受骗】#微提醒#近期，有不法团伙冒充市公安消防大队在全市进行诈骗，望全市机关、团体、企事业单位及个人提高警惕，以防被骗。 如有相关线索，请联系市刑警大队赵忠海，联系电话：13944566222 梅河口市公安消防大队。 , 2015-5-22 15:28,2016/9/22 星期四 下午 9:14:10,http://weibo.com/3750122205/Cj12k5vd8?refer_flag=1001030103_?type=comment
35,32,诏安公安局, #警方提醒#近期，诏安县发生多起电信、网络诈骗案件，犯罪分子的诈骗手段屡屡得逞，他们有专门的个人隐私搜集渠道，有专门的诈骗手法研究团体，其整体趋势逐步向集团化、规模化方向发展。为此，诏安县公安局全面梳理总结出本县发生的几类常见电信、网络诈骗案件，供广大网民警示。 , 2015-5-8 16:33,2016/9/22 星期四 下午 9:14:19,http://weibo.com/2723073210/CgTtH8e9z?refer_flag=1001030103_?type=comment
36,33,圆排骨来了, 作协是纳税人养的。作协中国文坛最大的诈骗团体。作协必须解散。通过作协获得的福利，必须退还。没有人用枪逼迫作家加入作协。凡自愿加入者，都属混账。在作协机构做行政或编辑工作，养家糊口的，可以理解，不能因此责备他们。凡是打着作协招牌在公共领域发言的，不应视为独立作家。 , 2015-4-20 09:13,2016/9/22 星期四 下午 9:14:26,http://weibo.com/5575009902/Ce6UerXoJ?refer_flag=1001030103_?type=comment
37,34,無風即風, 【天负老兵——蒋介石猪狗不如】1966年欲趁文革动乱启动“国光计划”，即嫌原逃台老兵太多太老，一下裁军20万，每人只发一张草席一张被子一双军鞋，丢下一句“补贴日后再发”，无数老兵当场哭倒，他们开始漫长痛苦的流浪生涯，直到蒋经国晚年才敢上街声讨，小蒋藉此开放小三通收获美名，何其讽刺何其哀 , 2015-2-10 16:57,2016/9/22 星期四 下午 9:14:32,http://weibo.com/1803554510/C3Fsi2ct9?refer_flag=1001030103_?type=comment
38,35,中国青年报, 【“三下乡”要让农民真正受益】 有的地方活动流于形式；还有的地方热衷摆架势、造声势，却没有办什么实事；更有一些不法团体和个人，借机向农民售假诈骗，捞取不法之财。“三下乡”要想取得成效，需要做好“三防”： 一防下乡走形式。二防下乡变吓乡。三防假货也下乡。（袁浩）O“三下乡”要让农民真正受益 , 2015-2-6 11:28,2016/9/22 星期四 下午 9:14:38,http://weibo.com/1726918143/C31ADgCop?refer_flag=1001030103_?type=comment
39,36,小甜饼好吃_小雪, 今天应该是提醒的第五遍……微博是逼我升级到win8吗T^T，这文件夹简直绝了~让漫威归漫威DC归DC，话说幸亏我只追了漫威（哪里有幸了，明明都是坑！）追DC的更惨╮(╯▽╰)╭哦，我还追了神夏……好吧，我还是 默默哭去了……再见本来应该播却压根没有拍摄的全球第一诈骗团体[再见] , 2014-12-18 20:10,2016/9/22 星期四 下午 9:14:45,http://weibo.com/2542158011/BBr5Zguy9?refer_flag=1001030103_?type=comment
40,37,新京报评论, #快评#【功德箱还是“缺德箱”？】有媒体曝#景区功德箱敛财#，如北京潭柘寺等寺庙功德箱里的“善款”，实际却与僧众无关，而成了景区甚至上市公司的“小金库”。非宗教团体无权设功德箱，如此借佛之名为己谋利，有辱佛门更涉嫌诈骗。其实各景区的“功德箱经济”早非新鲜事了，难道真无药可治？ , 2014-12-18 12:29,2016/9/22 星期四 下午 9:14:59,http://weibo.com/1604159432/BBo4R2NLQ?refer_flag=1001030103_?type=comment
41,38,南平公安," #警方提醒#【小心索要个人信息的诈骗电话】近期,有少数社会诈骗团体人员冒用福建省省医保中心名义,利用通讯手段(电话来电显示“059112333”),谎称参保人员社会保障卡被冻结等,要求提供个人信息等相关内容。 ", 2014-11-26 10:46,2016/9/22 星期四 下午 9:15:12,http://weibo.com/2340660010/By20psP3X?refer_flag=1001030103_?type=comment
42,39,陶大少, O针对老人诈骗集团再出新招，万盛6旬老人被骗6万 针对老人诈骗集团再出新招，万盛6旬老人被骗6万……哎，老人家群体一直都是被各种骗局所关注的香馍馍呀……这些团体还真是，做得出来这种事情。话说目前当骗子貌似很容易赚钱的节奏？要不转行当骗子算了，反正也没看到这些人收到相应的惩罚和制裁[挖鼻屎] , 2014-11-21 14:30,2016/9/22 星期四 下午 9:15:26,http://weibo.com/1073633723/Bxikv3wTo?refer_flag=1001030103_?type=comment
43,40,政和七星电影城, 紧急通知：有人自称青海玉树残疾人艺术团于11月23日在七星影城举办演出，票价100元。可能近日会向各单位进行推票。此现象在影业同行出现诈骗嫌疑，现提醒各单位、团体留意：不要购票并及时报110，或联系影城张经理：138760069037。本微博求紧急扩散@政和发布 @福建省政和县公安局 @政和团县委 , 2014-11-10 22:43,2016/9/22 星期四 下午 9:15:32,http://weibo.com/3811989412/BvFRiApDV?refer_flag=1001030103_?type=comment
44,41,_富士康康草, #1025魔都全职ONLY##朋友，听说过全职高手吗？#今天认识了不少小伙伴颜艺诈骗团体(什么鬼!!-_-||)@花卷卷卷_XD 这后勤良心还包中饭感谢(≥3≤)@传说中的月半君 妆娘简直神手⊙▽⊙ , 2014-10-25 23:13,2016/9/22 星期四 下午 9:15:44,http://weibo.com/5200243727/BtfdoB7x6?refer_flag=1001030103_?type=comment
45,42,deer綠古, 呵呵 从航班取消的短信诈骗团体反赚70RMB , 2014-10-23 12:40,2016/9/22 星期四 下午 9:15:51,http://weibo.com/1745516002/BsSdNiTxo?refer_flag=1001030103_?type=comment
46,43,敛裳-莫郁白, 刚写了一半微博突然接到一个奇怪的电话，号称是我领导，上来就让我明天去他办公室。说实话声音很陌生，而且我领导也不可能跟我说他是我的领导。到底是什么人得到了我的手机号和名字呢？如果是恶作剧倒也罢了，如果是诈骗犯或者什么不良团体在踩点可怎么办？ , 2014-10-14 19:30,2016/9/22 星期四 下午 9:15:58,http://weibo.com/1588782070/Bry3va5gk?refer_flag=1001030103_?type=comment
47,44,久爱吾冥灵, 别人被诈骗团体骗了钱，找媒体找警察是为了寻求帮助的，你一记者拿个话筒杵着别人问有什么教训，求助者心里都血淋淋的还得当孙子承认自己贪小加没见识，他只是犯傻又没犯罪。记者如实报道就行了，一副教导主任的样子。 , 2014-10-14 12:59,2016/9/22 星期四 下午 9:16:04,http://weibo.com/1662881542/BrvuHppSC?refer_flag=1001030103_?type=comment
48,45,苏幕遮_lym, #第十届金鹰节颁奖晚会#金鹰你们要不要脸！！黑幕都黑成这样了！！坑我们乔家人的血汗钱！你们和诈骗团体有什么区别！ , 2014-10-12 22:22,2016/9/22 星期四 下午 9:16:10,http://weibo.com/3174216797/BrgkgAmM2?refer_flag=1001030103_?type=comment
49,46,懒人太阳, 时隔5个月，普通话终于在这普天同庆是大日子里出成绩了，吉大文学院的办事效率真是有待考察[挖鼻屎][挖鼻屎] 最开始我还以为他们是团体诈骗呢 , 2014-10-2 13:43,2016/9/22 星期四 下午 9:16:17,http://weibo.com/2866001720/BpGEV81jF?refer_flag=1001030103_?type=comment
